pgpid,shelfmark,type,doc_date_original,doc_date_calendar,doc_date_standard
2176,T-S 8J6.3,Legal document,4976,Anno Mundi,1215-08-27/1216-09-14
2177,T-S 8J6.4,Legal document,1529,Seleucid,1217/1218
2178,T-S 8J6.5,Letter,"Thursday, 29 Tammuz 1536",Seleucid,1225-07-06
2179,T-S 8J6.8 + T-S 13J30.3,Legal document,Elul 4994,Anno Mundi,1234-07-28/1234-08-25
2180,T-S 8J6.9,Legal document,1 Av 1542,Seleucid,1231
2181,T-S 8J6.9,Legal document,3 Av 1542,Seleucid,1231
2191,T-S 8J7.2,Legal document,1414,Seleucid,1103
2214,T-S 8J8.5,Legal document,"Thursday, 25 Iyyar 1528",Seleucid,1217-05-04
2222,T-S 8J9.13,Legal document,1532,Seleucid,1220-08-31/1221-09-17
2223,T-S 8J9.13,Legal document,Adar II 1529,Seleucid,1218-02-28/1218-03-28
2228,T-S 8J9.18,Legal document,"Friday, 9 Nisan 5025",Anno Mundi,1265-03-27
2236,T-S 8J9.6,Legal document,Iyyar 1411,Seleucid,1100-04-12/1100-05-10
2237,T-S 8J9.6,Legal document,Tammuz 1411,Seleucid,1100-06-10/1100-07-08
2265,CUL Or.1080 J208,Legal document,Middle decade of Iyyar 1689,Seleucid,1378-05-09/1378-05-18
2286,CUL Or.1081 J32,Legal document,Middle decade of Tammuz 1565,Seleucid,1254-06-28/1254-07-07
2291,CUL Add.3358,Legal document,4799,Anno Mundi,1038-09-02/1039-09-21
2293,CUL Add.3430,Legal document,26 Shevat 1339,Seleucid,1028-01-26
2295,CUL Or.1080 J154,Letter,Rabīʿ I 399,Hijrī,1008-11-03/1008-12-02
2367,BL OR 10126(1).6,Legal document,Last third of Tishrei 1551,Seleucid,1239-09-21/1239-09-30
2387,ENA 4011.6,Legal document,"Monday, 9 Nisan 1469",Seleucid,1158
2388,ENA 4011.50,Legal document,middle decade of Tammuz 1477,Seleucid,1166-06-12/1166-06-21
2389,ENA 4011.52,Letter,1 Kislev 1456,Seleucid,1144-10-30
2392,ENA 4011.56,Legal document,Tammuz 1436,Seleucid,1125-06-04/1125-07-02
2394,ENA 4011.56,Legal document,"Monday, 5 Tammuz 4889",Anno Mundi,1129-06-24
2396,ENA 4011.64,Legal document,last decade of Iyyar 1489,Seleucid,1178-05-09/1178-05-18
2397,ENA 4011.67,Legal document,30 Nisan 1456,Seleucid,1145-04-25
2399,ENA 4011.72,Legal document,Adar 1411,Seleucid,1100-02
2400,ENA 4011.72,Legal document,Sivan 1411,Seleucid,1100-02
2402,ENA 4020.12,Legal document,Nisan 1424,Seleucid,1113-03-20/1113-04-18
2404,ENA 4020.16,Legal document,"Tuesday, 5 Adar 4828",Anno Mundi,1068-02-12
2410,ENA 4020.35,Legal document,1461-03-15,Seleucid,1149-11-17
2411,ENA 4020.36,Legal document,Tammuz 1477,Seleucid,1166-06-02/1166-06-30
2415,ENA 4020.52,Legal document,Tammuz 1443,Seleucid,1132-06-16/1132-07-14
2416,ENA 4020.62,List or table,1440,Seleucid,1128/1129
2417,ENA 4020.9,Legal document,Tevet 1462,Seleucid,1150-12-22/1151-01-19
2418,ENA NS 13.34,Legal document,Monday 20 Tevet 1520,Seleucid,1208-12-29
2426,ENA NS 17.16,Legal document,"Monday, 27 Ṭevet 1665",Seleucid,1353-12-23
2432,ENA NS 17.31,Legal document,"Thursday, 26 Nisan 1395",Seleucid,1084-04
2435,ENA NS 18.18,Legal document,Av 1346,Seleucid,1035-07-09/1035-08-07
2446,ENA 2739.8 + ENA NS 19.10,Letter,Tishrei 4961,Anno Mundi,1200-09-11/1200-10-10
2450,Yevr. III B 1064,Legal document,Middle decade of Elul 1485,Seleucid,1174-08-10/1174-08-19
2451,Yevr. III B 349,Legal document,26 Iyyar 1381,Seleucid,1070-05-10
2456,Yevr. III B 460,Legal document,"Monday, 5 Nisan 1376",Seleucid,1065-03-14
2460,BL OR 10588.1,Legal document,13[..],Seleucid,988/1088
2465,BL OR 5566C.16,Legal document,Ḥeshvan 1446,Seleucid,1134-10-20/1134-11-18
2472,Bodl. MS heb. f 102/43 + Bodl. MS heb. e 101/13,Legal document,1532,Seleucid,1220/1221
2473,Bodl. MS heb. e 101/14,Legal document,Ḥeshvan 1543,Seleucid,1231-09-29/1231-10-27
2501,Bodl. MS heb. f 56/18 + Bodl. MS heb. f 56/14,Legal document,1476,Seleucid,1164/1165
2502,Bodl. MS heb. f 56/45 + Bodl. MS heb. f 56/46,Legal document,"Wednesday, 18 Nisan 1493",Seleucid,1182-03-24
2509,Bodl. MS heb. a 2/4,Legal document,4 Ḥeshvan 1341,Seleucid,1029-10-14
2511,Bodl. MS heb. a 3/5,Legal document,"Wednesday, 21 Ṭevet 1462",Seleucid,1151-01-11
2512,Bodl. MS heb. a 3/6,Legal document,Iyyar 1480,Seleucid,1169-04-29/1169-05-27
2513,Bodl. MS heb. a 3/8,Legal document,"Monday, 15 Kislev 1446",Seleucid,1134-12-03
2521,Bodl. MS heb. b 3/8 + Bodl. MS heb. b 3/7,Legal document,29 Nisan 1543,Seleucid,1232-04-20
2523,Bodl. MS heb. c 28/54,Legal document,Adar 1514,Seleucid,1203-03
2527,Bodl. MS heb. c 28/69,Legal document,middle third of Shevat 1471,Seleucid,1160-01-21/1160-01-30
2530,Bodl. MS heb. d 61/10,Legal document,Sivan 1411,Seleucid,1100
2531,Bodl. MS heb. d 61/9,Legal document,Nisan 1411,Seleucid,1100-03-13/1100-04-11
2533,Bodl. MS heb. d 66/109,Legal document,29th Sivan 1456,Seleucid,1145-06-22
2535,Bodl. MS heb. d 66/140,Legal document,"Wednesday, 4 Av 1652",Seleucid,1341-07-19
2538,Bodl. MS heb. d 66/17,Legal document,Tammuz 1458,Seleucid,1147-06-01/1147-06-29
2540,Bodl. MS heb. d 66/22,Legal document,"Friday, 4 Ṭevet 4831",Anno Mundi,1070-12-10
2544,Bodl. MS heb. d 66/35,Legal document,"Sunday, 22 Adar 4985",Anno Mundi,1225-03-03
2548,Bodl. MS heb. d 66/59,List or table,1526,Seleucid,1214-09-06/1215-08-26
2550,Bodl. MS heb. d 66/7,Legal document,"Monday, 5 Av 1443",Seleucid,1132-07-19
2551,Bodl. MS heb. d 66/77,Legal document,8 Ḥeshvan 1473,Seleucid,1161-10-30
2553,Bodl. MS heb. d 66/8,Legal document,"Monday, 8 Shevaṭ 4866",Anno Mundi,1106-01-15
2555,Bodl. MS heb. d 66/83,Legal document,"Thursday, 21 Ṭevet 1357",Seleucid,1046-01-02
2559,Bodl. MS heb. d 66/99,Legal document,Tishrei 1451,Seleucid,1139-08-28/1139-09-26
2577,Bodl. MS heb. d 79/36,Legal document,24 Nisan 4780,Anno Mundi,1020-04-21
2580,T-S NS 320.55 + CUL Or.2116.10,Legal document,Kislev 4917,Anno Mundi,1156-11-16/1156-12-15
2581,Halper 340,Legal document,"Thursday, 21 Elul 1404",Seleucid,1093-09-15
2601,ENA 1822a.56,Legal document,First third of Adar,Seleucid,1204/1237
2647,ENA 2727.14b,Legal document,Ḥeshvan 1646,Seleucid,1334-10-01/1334-10-29
2649,ENA 2806.11 + ENA 2727.18b,Legal document,"Sunday night, 25 Kislev 1444",Seleucid,1133
2657,ENA 4010.39,Legal document,1361,Seleucid,1050
2661,ENA 4010.44 + ENA 4010.43,Legal document,Av 1339,Seleucid,1028-07-26/1028-08-24
2663,ENA 4011.28,Legal document,"Wednesday, 23 Ṭevet 1493",Seleucid,1181-12
2664,ENA 4011.40,Legal document,Last ten days of Shevaṭ 1418,Seleucid,1107-01
2665,ENA 4011.34,Legal document,Nisan 1461,Seleucid,1150-03-30/1150-04-28
2683,ENA NS 2.41,Legal document,"Thursday, 25 Tishri 1339",Seleucid,1027-09-28
2687,ENA NS 21.1,Legal document,First third of [month] 1560,Seleucid,1248/1249
2695,ENA NS 21.18,Legal document,Tammuz 1538,Seleucid,1227-06-17/1227-07-15
2714,ENA NS 7.25,Legal document,5th Tevet 1339,Seleucid,1027-12-13
2715,Yevr.-Arab. II 1415,Letter,Elul 1524,Seleucid,1213-08-19/1213-09-16
2732,"Moss. VII,110.1",Legal document,1531,Seleucid,1219-09-12/1220-08-30
2737,"Moss. VII,2.1",Legal document,Iyyar 1407,Seleucid,1096-04-26/1096-05-24
2738,"Moss. VII,37.1",Legal document,Tammuz 1310,Seleucid,0999-06-18/0999-07-16
2739,"Moss. VII,37.2 + Moss. VII,76.1",Legal document,Wednesday 29th Elul 1354,Seleucid,1043-09-07
2741,"Moss. VII,46",Letter,Tammuz 1366,Seleucid,1055-06-29/1055-07-27
2745,"Moss. VII,67.2",Legal document,1[.] Kislev 48[..],Anno Mundi,1039-11-30/1138-11-24
2747,"T-S 8.108 + T-S 12.843 + Moss. VII,69.1",Legal document,middle decade of Ṭevet 1437,Seleucid,1125-12-09/1125-12-18
2752,"Moss. VII,74.1",Legal document,1416,Seleucid,1105
2754,"Moss. VII,7",Legal document,429,Hijrī,1037-10-14/1038-10-02
2757,"Moss. IX,163",List or table,Heshvan 1513,Seleucid,1201-10
2773,T-S 10J10.13,Letter,4852,Anno Mundi,1091-09-16/1092-09-03
2913,T-S 10J17.9,Letter,Av 1453,Seleucid,1142-07-25/1142-08-23
2917,T-S NS 321.63 + T-S 10J18.14 + T-S AS 156.83 + T-S 10J21.9 + T-S Ar.18(1).133,Legal document,"Thursday, 12 Adar I 1350",Seleucid,1039-02-09
2958,T-S 10J21.14 + T-S 8J32.9,Legal document,Iyyār 1459,Seleucid,1148-04-22/1148-05-20
2966,T-S 10J22.3,Literary text,Iyyar 1357,Seleucid,1046-04-10/1046-05-08
2970,T-S 10J23.2,Legal document,Kislev 1454,Seleucid,1142-11-20/1142-12-19
2971,T-S 10J24.7 + T-S 10J29.4,Letter,Iyyar 1497,Seleucid,1186
2981,T-S 10J27.3.2,Legal document,25 Tammuz 1418,Seleucid,1107-07-18
2983,T-S 18J5.10a + T-S 10J27.6 + T-S 18J5.10b + T-S AS 115.22,Legal document,"Thursday, 17 Sivan 4806",Anno Mundi,1046-05-25
2985,T-S 10J28.10,Legal document,"First third of Adar II, 1446",Seleucid,1135-02
2986,T-S 10J28.11,Legal document,1434,Seleucid,1122/1123
2987,T-S 10J28.12,Legal document,"Thursday, 25 Av 1411",Seleucid,1100-08-02
2989,T-S 10J28.14,Legal document,middle decade of Tevet 1417,Seleucid,1105-12
2990,T-S 10J28.16,Legal document,"Tuesday, 15 Kislev 1469",Seleucid,1157-11-19
2991,T-S 10J28.17,Legal document,"Monday, 23 Sivan 4856",Anno Mundi,1096-06-16
2993,T-S 10J28.2,Legal document,Av 1363,Seleucid,1052-07
2996,T-S 12.777 + T-S 10J28.7,Legal document,middle decade of Ṭevet 145[5],Seleucid,1143-12-20/1143-12-29
3018,T-S 10J4.15,Legal document,Middle Shevat 1489,Seleucid,1178-01
3021,T-S 10J5.1,Legal document,1526 4975,Seleucid,1214-09-26/1214-10-05
3024,T-S 10J5.15,Legal document,Shaʿbān 412,Hijrī,1021-11-10/1021-12-08
3035,T-S 10J5.8,Legal document,Kislev 1454,Seleucid,1142-12
3036,T-S 10J5.9,Legal document,Av 1413,Seleucid,1102-07-18/1102-08-16
3059,T-S 10J7.6,Legal document,Sivan 1460,Seleucid,1149-05
3084,T-S 10J9.30,Legal document,Dhū l-Qaʿda 530,Hijrī,1136-08
3096,T-S 12.126,Legal document,Iyyar 1540,Seleucid,1229-05
3113,T-S 12.26,Legal document,Ḥeshvan 1402,Seleucid,1090-09-28/1090-10-26
3143,T-S 12.37,Legal document,Av 1414,Seleucid,1103-07/1103-08
3150,BL OR 5566D.22 + T-S 12.39,Legal document,"Wednesday, 3 Tishrei 1627",Seleucid,1315-09-03
3173,T-S 12.479,Legal document,"Thursday, 25 Tammuz 1395",Seleucid,1084-07-01
3174,T-S 12.494,Legal document,24th Av 1421,Seleucid,1110-08-12
3178,T-S 12.544,Legal document,Tevet 1459,Seleucid,1147-12
3181,T-S 12.566,Letter,5 Rabīʿ I 420,Hijrī,1029-03-24
3184,T-S 12.583,Legal document,5th Kislev 1402,Seleucid,1091-10-31
3198,T-S 12.694,Legal document,Shevaṭ 1450,Seleucid,1139-01-04/1139-02-02
3200,T-S 12.710,Legal document,"Thursday, 24 Tammuz 1298",Seleucid,0987-06-23
3204,T-S 12.8 + T-S 10J4.9,Legal document,Nisan 4830,Anno Mundi,1070-03-16/1070-04-14
3209,T-S 12.98,Legal document,Tishrei 137[0-9],Seleucid,1058-09-21/1067-10-20
3274,T-S 13J18.15,Letter,Ḥeshvan 1439,Seleucid,1127-10-08/1127-11-06
3307,T-S 13J1.4,Legal document,Sivan 18th (1)329,Seleucid,1018-06-04
3314,T-S 13J20.21,Legal document,1528,Seleucid,1216-09-15/1217-09-03
3320,T-S 13J20.5,State document,545,Hijrī,1150/1151
3333,T-S 13J21.25,Letter,23 Shevat 4968,Anno Mundi,1208-02-12
3336,T-S 13J21.27,Letter,3 Tevet 4975,Anno Mundi,1214-12-07
3376,T-S 13J25.18,Letter,"Friday, 12 Muharram 417",Hijrī,1026-03-05
3389,T-S 13J27.11,Letter,22 Shevat 1525,Seleucid,1214-02
3415,T-S 16.125,Legal document,24 Tammuz 5252,Anno Mundi,1492-07-19
3416,T-S 16.127,Legal document,Av 1412,Seleucid,1101-06-28/1101-07-27
3417,T-S 16.128,Letter,Tishrei 1343,Seleucid,1031
3418,T-S 16.129,Legal document,Iyyar 5159,Anno Mundi,1399-04-07/1399-05-05
3422,T-S 16.132,Legal document,Tishrei 4759,Anno Mundi,0998-09-24/0998-10-23
3423,T-S 16.138 + T-S AS 152.28,Legal document,"Wednesday, 17 Av 4837",Anno Mundi,1077-08-09
3430,T-S 16.170,Legal document,"Sunday, 1406",Seleucid,1094/1095
3432,T-S 16.172,Legal document,Iyyar 1542,Seleucid,1231-04-05/1231-05-03
3437,T-S 16.188,Legal document,"Tuesday, 15 Ṭevet 1416",Seleucid,1105-01-03
3443,T-S 16.20,Legal document,last decade of Elul 1552,Seleucid,1241-08-29/1241-09-06
3444,T-S 16.200,Legal document,Tishrei 1537,Seleucid,1225-09-04/1225-10-03
3445,T-S 16.203,Legal document,1395,Seleucid,1083/1084
3447,T-S 16.207,List or table,Kislev 1431,Seleucid,1119
3455,T-S 16.22 + T-S 10J5.17,Legal document,1449,Seleucid,1138
3488,T-S 16.286,Letter,10 Ḥeshvan 1531,Seleucid,1219-10-21
3498,T-S 18J1.11,Legal document,End of Ṭevet 1393,Seleucid,1082-01
3500,T-S 18J1.13,Legal document,"Wednesday, 21 Sivan 4845",Anno Mundi,1085-06-16
3501,T-S 18J1.14,Legal document,14 Elul 1405,Seleucid,1094-08-29
3503,T-S 18J1.16,Legal document,Last third of Kislev 1420,Seleucid,1108
3504,T-S 18J1.17,Legal document,"Tuesday, 5 Kislev 1420",Seleucid,1108-11-10
3505,T-S 18J1.18,Legal document,Adar 1427,Seleucid,1116-02-16/1116-03-15
3506,T-S 18J1.19,Legal document,Av 1430,Seleucid,1119-07-11/1119-08-09
3508,T-S 18J1.20,Legal document,Nisan 1437,Seleucid,1126-03-27/1126-04-25
3515,T-S 18J1.26,Legal document,"Monday, 16 Sivan 1471",Seleucid,1160-05-23
3518,T-S 18J1.31,Legal document,Adar II 1524,Seleucid,1213-04
3519,T-S 18J1.32,Legal document,1539,Seleucid,1227-09-13/1228-09-01
3520,T-S 18J1.33,Legal document,7 Tevet 1541,Seleucid,1229-12/1230-01
3523,T-S 18J1.6,Legal document,"Tuesday, 9 Iyyar 1339",Seleucid,1028-05-07
3524,T-S 18J1.9,Legal document,1471 decade of Shevaṭ 1471,Seleucid,1160-01-31/1160-02-09
3525,T-S 18J1.22,Legal document,"Monday, 7 Nisan 1452",Seleucid,1141-03-17
3538,T-S 10J5.16 + T-S 18J5.2,Legal document,1408,Seleucid,1096-09-20/1097-09-09
3539,T-S 20.116,Legal document,Tammuz 1399,Seleucid,1088-06-23/1088-07-21
3541,T-S 20.124 + Halper 339,Legal document,"Sunday, 21 Adar 1374",Seleucid,1063
3552,T-S 20.31,Legal document,"Thursday, 2 Adar 1403",Seleucid,1092-02-12
3553,T-S 20.32,Legal document,"Thursday, 20 Av 1368",Seleucid,1057
3557,T-S 20.98,Legal document,First third of Shevat 1555,Seleucid,1244-01-13/1244-01-22
3559,T-S 24.1,Legal document,12 Shevaṭ 1393,Seleucid,1082-01-14
3561,T-S 24.25,Letter,585,Hijrī,1189-02-19/1190-02-07
3565,T-S 24.44,Legal document,Av 1413,Seleucid,1102-07-18/1102-08-16
3567,T-S 24.67,Letter,12 Elul 4968,Anno Mundi,1208-08-26
3569,T-S 24.74,Legal document,"Thursday, 27 Adar I 1415",Seleucid,1104-02-25
3572,T-S 28.6,Legal document,"Thursday, 3 Tammuz 1390",Seleucid,1079-06-06
3573,T-S 28.6,Legal document,16 Ḥeshvan 4835,Anno Mundi,1074-11-09
3579,T-S 6J1.12,Legal document,"Sunday, 27 Sivan 1470",Seleucid,1159
3593,T-S 6J1.25,Legal document,[14]41,Seleucid,1129-09-16/1130-09-05
3603,T-S 8J5.6 + T-S 6J1.4 + T-S 6J4.21 + T-S 8J9.8,Legal document,shortly before Elul 1437,Seleucid,1126
3604,T-S 6J1.6,Legal document,1413,Seleucid,1101-08-26/1102-09-14
3637,T-S 6J3.5,Legal document,23 Ḥeshvan 521,Hijrī,1127-11-01
3639,T-S 6J3.7,Letter,Adar 1463,Seleucid,1152-02-08/1152-03-07
3654,T-S 8.137,Legal document,Av 1371,Seleucid,1060-07-01/1060-07-30
3672,T-S 8J22.31,Letter,1528,Seleucid,1216/1217
3715,T-S 8J24.8,Letter,"Sunday, 27 Nisan 1415",Seleucid,1104-04-24
3761,T-S 8J28.2,Credit instrument or private receipt,Kislev 1412,Seleucid,1100-11-04/1100-12-03
3776,T-S 8J29.5,Legal document,21 Iyyar 4807,Anno Mundi,1047-05-20
3785,T-S 8J32.2,Legal document,"Monday, 8 Kislev 1463",Seleucid,1151-11-18
3787,T-S 8J32.5,Legal document,9 Elul 1533,Seleucid,1222-08-18
3789,T-S 8J32.7,Legal document,"Monday, 15 Iyyar 1538",Seleucid,1227-05-03
3790,T-S 8J32.8,Legal document,"Thursday, 4 Nisan 1341",Seleucid,1029-03
3796,T-S 8J34.1,Legal document,"Sunday, 20 Tammuz 1356",Seleucid,1045-07-07
3800,T-S 8J34.2,Legal document,1546,Seleucid,1234-08-26/1235-09-14
3802,T-S 8J34.6,Legal document,"Thursday, 20 Tammuz 1404",Seleucid,1093-07-17
3804,T-S 8J35.1,Legal document,Adar 1455,Seleucid,1144-02-07/1144-03-06
3805,T-S 8J35.10,Legal document,13[..],Seleucid,988/1087
3808,T-S 8J35.5,Legal document,"Monday, 14 Adar I 1464",Seleucid,1153-02-10
3846,T-S 8J39.2,Legal document,Iyyar 1535,Seleucid,1224-04-22/1224-05-20
3883,T-S Ar.30.284,List or table,Jumādā I–Jumādā II 393,Hijrī,1003-03-08/1003-05-05
3911,"Moss. VII,43 + T-S Ar.53.53",Legal document,Tammuz 1366,Seleucid,1055-07
3916,T-S Ar.54.69,Legal document,Middle third of Sivan 1514,Seleucid,1203
3951,CUL Add.2586,Legal document,21 Sivan 1544,Seleucid,1233
3953,CUL Add.3337,Legal document,first third of Ṭevet 1436,Seleucid,1124-12-09/1124-12-18
3954,CUL Add.3338.2,Legal document,"Monday, 8 Adar 1946",Seleucid,1635-02-26
3957,CUL Add.3339a,Legal document,middle decade of Adar 1528,Seleucid,1217-02-20/1217-02-29
3958,CUL Add.3339b,Legal document,"Thursday, 30 Kislev 1530",Seleucid,1218-12-20
3960,CUL Add.3341,Letter,Tevet 1531,Seleucid,1219-12/1220-01
3961,T-S 8J19.8 + CUL Add.3342,Letter,Nisan 1483,Seleucid,1172-03-28/1172-04-26
3968,CUL Add.3413,Legal document,"Thursday, 23 Ḥeshvan 1410",Seleucid,1098-10-21
3969,CUL Add.3415,Letter,24 Elul 4997,Anno Mundi,1237-09-15
3972,CUL Add.3422,Legal document,"Thursday, 6 Nisan 1409",Seleucid,1098-03-11
3973,CUL Add.3423,Legal document,"Monday, 18 Sivan 1486",Seleucid,1175-06-09
3979,CUL Or.1080 J138,Legal document,end of Kislev 1441,Seleucid,1129-11-15/1129-12-14
3981,CUL Or.1080 J142 + T-S Misc.25.53,Legal document,"Thursday, 17 Nisan 1483",Seleucid,1172
3987,CUL Or.1080 J156,Legal document,"Thursday, 4 Ṭevet 1453",Seleucid,1141-12-04
3992,T-S AS 147.170 + CUL Or.1080 J175,Legal document,1424,Seleucid,1112-09-23/1113-09-12
3994,CUL Or.1080 J183,Legal document,"Tuesday, 25 Shevat 1411",Seleucid,1100-02-07
3997,CUL Or.1080 J187,Legal document,1378,Seleucid,1066
4009,CUL Or.1080 J273,Legal document,"Tuesday, 1 Nisan 1537",Seleucid,1226-03-31
4011,CUL Or.1080 J49,Legal document,Middle ten days of Tishrei 1458,Seleucid,1146-09
4020,T-S 8.130 + CUL Or.1080 J93,Legal document,455,Hijrī,1063-01-04/1063-12-24
4026,CUL Or.1081 J40,Legal document,"Wednesday night, 29 Tishrei 1541",Seleucid,1229-09-18
4037,L-G Misc. 113,Legal document,Tammuz 4857,Anno Mundi,1097-06-14/1097-07-12
4039,L-G Misc. 125,Legal document,[13]35,Seleucid,1023/1024
4042,L-G Ar. II.33 + L-G Misc. 23,Legal document,1441,Seleucid,1129/1130
4044,L-G Misc. 49,Legal document,"Monday, 18 Adar 1409",Seleucid,1098-02-22
4068,T-S 12.531,Legal document,15 Kislev 1469,Seleucid,1157
4072,T-S 12.678,Legal document,1513,Seleucid,1201-09-01/1202-09-18
4076,T-S 16.117,Legal document,Av [14]9[.],Seleucid,1179-07-06/1188-08-25
4077,T-S 16.333,Legal document,last third of Tammuz 1410,Seleucid,1099-07-13/1099-07-21
4079,T-S 16.341,Legal document,Elul 1525,Seleucid,1214-08-08/1214-09-05
4082,ENA 3181.6 + T-S 16.34,Legal document,"Sunday, 7 Shevaṭ 1390",Seleucid,1079-01
4084,T-S 16.370,Legal document,"Sunday, 13 Nisan 4755",Anno Mundi,0995-03-17
4086,T-S 16.45,Legal document,"Thursday, 10 Tammuz 1343",Seleucid,1032-06-22
4088,T-S 16.56,Legal document,Kislev 1286,Seleucid,0974-11-18/0974-12-17
4090,T-S 16.67,Legal document,Tishri 1512,Seleucid,1200-09
4091,T-S 16.70,Legal document,1306,Seleucid,994/995
4094,T-S 16.87,Legal document,"Sunday, 21 Adar 1408",Seleucid,1097-05
4095,T-S 16.91,Legal document,13[..],Seleucid,0988-09-15/1088-09-18
4104,T-S AS 146.17,Legal query or responsum,13 Sivan 1542,Seleucid,1236-05
4105,T-S AS 146.18,Credit instrument or private receipt,1477,Seleucid,1165/1166
4107,T-S AS 146.1,Legal document,Kislev 1335,Seleucid,1023-11-17/1023-12-16
4110,T-S AS 146.2,Legal document,middle third of Tammuz 1555,Seleucid,1244-06-19/1244-06-28
4111,T-S AS 146.4,Legal document,1551,Seleucid,1240
4113,T-S AS 146.7,Legal document,Tammuz 1393,Seleucid,1082-06
4118,T-S AS 147.13,Legal document,"Thursday, 3 Kislev 1391",Seleucid,1079-10-31
4128,T-S AS 147.24,Legal document,4 Heshvan 4975,Anno Mundi,1214-10-09
4131,T-S AS 147.27,Legal document,Adar 1428,Seleucid,1117-03
4142,T-S AS 147.38,Legal document,first decade of Tammuz 1489,Seleucid,1178-06-18/1178-06-27
4143,T-S AS 147.3,Legal document,4974,Anno Mundi,1213-09-17/1214-09-05
4156,T-S AS 148.16,Legal document,144[.],Seleucid,1128/1138
4158,T-S AS 148.19,Legal document,1483,Seleucid,1171-09-02/1172-09-20
4159,T-S AS 148.1,Legal document,"Sunday, 28 Muḥarram 547",Hijrī,1152-05-05
4173,T-S AS 152.131 + T-S AS 149.16,List or table,19 Av 1515,Seleucid,1204-07-18
4183,T-S AS 150.12,Legal document,"Monday, 25 Sivan 1442",Seleucid,1131-06-22
4196,T-S AS 152.1,Legal document,1535,Seleucid,1223/1224
4202,T-S AS 153.2,List or table,4943,Anno Mundi,1182-08-31/1183-09-18
4205,T-S AS 165.250,Legal document,1438,Seleucid,1126-09-20/1127-09-07
4209,T-S Misc.24.137.1,Legal document,Last ten days of Shevat 1419,Seleucid,1108-02
4211,T-S Misc.24.137.4,Legal document,"Tuesday, 20 Shevat 1471",Seleucid,1160-01
4220,T-S Misc.8.65,List or table,449,Hijrī,1057
4231,T-S NS 184.60,Legal document,Adar 143[.],Seleucid,1119/1129
4241,T-S NS 226.10,Legal document,"Tuesday, 27 [...] 1431",Seleucid,1119/1120
4242,T-S NS 226.12,Legal document,Kislev 1529,Seleucid,1217-11
4247,T-S NS 308.114,Legal document,Middle third of Ḥeshvan 1478,Seleucid,1166-10-08/1166-10-17
4253,T-S NS 320.22 + CUL Or.1080 J121,Legal document,26 Sivan 14??,Seleucid,1108
4254,T-S AS 146.202 + T-S NS 320.23,Legal document,last third of Tammuz 1469,Seleucid,1158-06-18/1158-06-27
4265,T-S NS 320.7,List or table,Nisan 1437,Seleucid,1125/1126
4272,T-S NS 321.54,Legal document,"Sunday, 23 Av 1402",Seleucid,1091-08
4273,T-S NS 321.79 + T-S 13J4.5,Legal document,Tammuz 1543,Seleucid,1232
4286,T-S 12.464 + T-S NS 325.11 + T-S 16.168,Legal document,1403,Seleucid,1091/1092
4289,T-S NS J138,Legal document,Elul 1460,Seleucid,1149-08-07/1149-09-04
4290,T-S NS J150,Legal document,9th Sivan 1410,Seleucid,1099-06-01
4291,T-S NS J163,Legal document,Elul 1512,Seleucid,1201
4298,T-S NS J259,Legal document,8 Iyyar 1406,Seleucid,1095-04-16
4299,T-S NS J269,Legal document,"Monday, 4 Ṭevet 1378",Seleucid,1066-12-25
4311,T-S NS J299,Legal document,"Wednesday, 17 Adar 1536",Seleucid,1225-02-26
4314,T-S NS J30,Legal document,Adar II 1543,Seleucid,1232-02-23/1232-03-22
4318,T-S NS J33,Legal document,first decade of Av [1]549,Seleucid,1238-07-14/1238-07-23
4321,T-S NS J347,Legal document,1531,Seleucid,1219-09-12/1220-08-30
4339,T-S NS J51,Legal document,"Thursday, 26 Elul 1338",Seleucid,1027
4352,CUL Or.1080 J6,Legal document,Adar 1345,Seleucid,1034-03
4353,CUL Or.1080 J8,Legal document,Middle decade of Iyyar 1484,Seleucid,1173-04-26/1173-05-05
4452,T-S 16.287,Letter,15 Sivan 4968,Anno Mundi,1208-06-01
4480,CUL Or.1080 J170,Letter,23 Nisan [4810],Anno Mundi,1050-04-18
4522,ENA 1822a.65,List or table,922,Hijrī,1516
4609,T-S K15.15 + T-S K15.5 + T-S K15.39 + T-S K15.50,List or table,18 Marheshvan 1539,Seleucid,1107-11-05
4611,T-S K15.18,Letter,1647,Seleucid,1335-10
4613,T-S K15.25,List or table,Tevet 1553,Seleucid,1241-12-06/1242-01-03
4657,T-S NS J221,List or table,Tishrei 1531,Seleucid,1219-09
4666,T-S NS J293a + T-S NS J293b + T-S NS J293c + T-S NS J293d,List or table,1451,Seleucid,1139/1140
4688,T-S 16.181,Legal document,9 Adar 4693,Anno Mundi,0933-02-07
4738,T-S Misc.25.103,Letter,Elul 1458,Seleucid,1147-07-30/1147-08-27
4747,Bodl. MS heb. e 98/56,Legal document,1440,Seleucid,1128-08-28/1129-09-15
4748,Bodl. MS heb. f 56/51,Legal document,"Thursday, 21 Sivan 1496",Seleucid,1185-05-23
